# amplicon position	effect
999	0.000000000000000000e+00
1000	0.000000000000000000e+00
1001	0.000000000000000000e+00
1002	0.000000000000000000e+00
1003	0.000000000000000000e+00
1004	0.000000000000000000e+00
1005	1.360544217687074786e+00
1006	6.802721088435373931e-01
1007	0.000000000000000000e+00
1008	0.000000000000000000e+00
1009	0.000000000000000000e+00
1010	6.802721088435373931e-01
1011	0.000000000000000000e+00
1012	0.000000000000000000e+00
1013	0.000000000000000000e+00
1014	6.802721088435373931e-01
1015	0.000000000000000000e+00
1016	0.000000000000000000e+00
1017	0.000000000000000000e+00
1018	0.000000000000000000e+00
1019	0.000000000000000000e+00
1020	0.000000000000000000e+00
1021	0.000000000000000000e+00
1022	6.802721088435373931e-01
1023	6.802721088435373931e-01
1024	0.000000000000000000e+00
1025	0.000000000000000000e+00
1026	0.000000000000000000e+00
1027	0.000000000000000000e+00
1028	0.000000000000000000e+00
1029	0.000000000000000000e+00
1030	0.000000000000000000e+00
1031	0.000000000000000000e+00
1032	0.000000000000000000e+00
1033	0.000000000000000000e+00
1034	0.000000000000000000e+00
1035	6.802721088435373931e-01
1036	6.802721088435373931e-01
1037	0.000000000000000000e+00
1038	0.000000000000000000e+00
1039	0.000000000000000000e+00
1040	0.000000000000000000e+00
1041	0.000000000000000000e+00
1042	0.000000000000000000e+00
1043	0.000000000000000000e+00
1044	0.000000000000000000e+00
1045	1.360544217687074786e+00
1046	6.802721088435373931e-01
1047	6.802721088435373931e-01
1048	0.000000000000000000e+00
1049	0.000000000000000000e+00
1050	1.000000000000000000e+02
1051	9.931972789115646094e+01
1052	0.000000000000000000e+00
1053	0.000000000000000000e+00
1054	0.000000000000000000e+00
1055	0.000000000000000000e+00
1056	0.000000000000000000e+00
1057	0.000000000000000000e+00
1058	0.000000000000000000e+00
1059	0.000000000000000000e+00
1060	0.000000000000000000e+00
1061	0.000000000000000000e+00
1062	0.000000000000000000e+00
1063	0.000000000000000000e+00
1064	6.802721088435373931e-01
1065	6.802721088435373931e-01
1066	0.000000000000000000e+00
1067	0.000000000000000000e+00
1068	0.000000000000000000e+00
1069	0.000000000000000000e+00
1070	0.000000000000000000e+00
1071	6.802721088435373931e-01
1072	6.802721088435373931e-01
1073	0.000000000000000000e+00
1074	1.360544217687074786e+00
1075	0.000000000000000000e+00
1076	0.000000000000000000e+00
1077	0.000000000000000000e+00
1078	0.000000000000000000e+00
1079	0.000000000000000000e+00
1080	0.000000000000000000e+00
1081	0.000000000000000000e+00
1082	0.000000000000000000e+00
1083	0.000000000000000000e+00
1084	0.000000000000000000e+00
1085	6.802721088435373931e-01
1086	0.000000000000000000e+00
1087	0.000000000000000000e+00
1088	0.000000000000000000e+00
1089	0.000000000000000000e+00
1090	0.000000000000000000e+00
1091	0.000000000000000000e+00
1092	0.000000000000000000e+00
1093	0.000000000000000000e+00
1094	0.000000000000000000e+00
1095	0.000000000000000000e+00
1096	6.802721088435373931e-01
1097	0.000000000000000000e+00
1098	0.000000000000000000e+00
1099	6.802721088435373931e-01
1100	1.360544217687074786e+00
1101	6.802721088435373931e-01
1102	0.000000000000000000e+00
1103	0.000000000000000000e+00
1104	0.000000000000000000e+00
1105	0.000000000000000000e+00
1106	0.000000000000000000e+00
1107	0.000000000000000000e+00
1108	0.000000000000000000e+00
1109	0.000000000000000000e+00
1110	0.000000000000000000e+00
1111	0.000000000000000000e+00
1112	0.000000000000000000e+00
1113	0.000000000000000000e+00
1114	0.000000000000000000e+00
1115	0.000000000000000000e+00
1116	0.000000000000000000e+00
1117	0.000000000000000000e+00
1118	6.802721088435373931e-01
1119	6.802721088435373931e-01
1120	0.000000000000000000e+00
1121	0.000000000000000000e+00
1122	0.000000000000000000e+00
1123	0.000000000000000000e+00
1124	0.000000000000000000e+00
1125	0.000000000000000000e+00
1126	0.000000000000000000e+00
1127	0.000000000000000000e+00
1128	0.000000000000000000e+00
1129	0.000000000000000000e+00
1130	0.000000000000000000e+00
1131	0.000000000000000000e+00
1132	0.000000000000000000e+00
1133	0.000000000000000000e+00
1134	0.000000000000000000e+00
1135	0.000000000000000000e+00
1136	0.000000000000000000e+00
1137	0.000000000000000000e+00
1138	0.000000000000000000e+00
1139	0.000000000000000000e+00
1140	0.000000000000000000e+00
1141	6.802721088435373931e-01
1142	0.000000000000000000e+00
1143	0.000000000000000000e+00
1144	0.000000000000000000e+00
1145	0.000000000000000000e+00
1146	0.000000000000000000e+00
1147	0.000000000000000000e+00
1148	0.000000000000000000e+00
1149	0.000000000000000000e+00
1150	1.020408163265306101e+01
1151	7.482993197278911879e+00
1152	6.802721088435373931e-01
1153	6.802721088435373931e-01
1154	0.000000000000000000e+00
1155	0.000000000000000000e+00
1156	0.000000000000000000e+00
1157	0.000000000000000000e+00
1158	0.000000000000000000e+00
1159	0.000000000000000000e+00
1160	0.000000000000000000e+00
1161	0.000000000000000000e+00
1162	0.000000000000000000e+00
1163	0.000000000000000000e+00
1164	0.000000000000000000e+00
1165	0.000000000000000000e+00
1166	0.000000000000000000e+00
1167	0.000000000000000000e+00
1168	0.000000000000000000e+00
1169	0.000000000000000000e+00
1170	0.000000000000000000e+00
1171	0.000000000000000000e+00
1172	0.000000000000000000e+00
1173	1.360544217687074786e+00
1174	0.000000000000000000e+00
1175	0.000000000000000000e+00
1176	0.000000000000000000e+00
1177	0.000000000000000000e+00
1178	0.000000000000000000e+00
1179	0.000000000000000000e+00
1180	0.000000000000000000e+00
1181	0.000000000000000000e+00
1182	0.000000000000000000e+00
1183	0.000000000000000000e+00
1184	6.802721088435373931e-01
1185	0.000000000000000000e+00
1186	0.000000000000000000e+00
1187	0.000000000000000000e+00
1188	0.000000000000000000e+00
1189	0.000000000000000000e+00
1190	0.000000000000000000e+00
1191	0.000000000000000000e+00
1192	6.802721088435373931e-01
1193	0.000000000000000000e+00
1194	0.000000000000000000e+00
1195	0.000000000000000000e+00
1196	0.000000000000000000e+00
1197	0.000000000000000000e+00
1198	0.000000000000000000e+00
1199	0.000000000000000000e+00
1200	0.000000000000000000e+00
1201	0.000000000000000000e+00
1202	0.000000000000000000e+00
1203	0.000000000000000000e+00
1204	2.040816326530612290e+00
1205	1.360544217687074786e+00
1206	0.000000000000000000e+00
1207	0.000000000000000000e+00
1208	0.000000000000000000e+00
1209	0.000000000000000000e+00
1210	0.000000000000000000e+00
1211	0.000000000000000000e+00
1212	0.000000000000000000e+00
1213	0.000000000000000000e+00
1214	1.360544217687074786e+00
1215	0.000000000000000000e+00
1216	0.000000000000000000e+00
1217	0.000000000000000000e+00
1218	6.802721088435373931e-01
1219	0.000000000000000000e+00
1220	6.802721088435373931e-01
1221	0.000000000000000000e+00
1222	0.000000000000000000e+00
1223	0.000000000000000000e+00
1224	0.000000000000000000e+00
1225	0.000000000000000000e+00
1226	0.000000000000000000e+00
1227	0.000000000000000000e+00
1228	0.000000000000000000e+00
1229	0.000000000000000000e+00
1230	0.000000000000000000e+00
1231	0.000000000000000000e+00
1232	0.000000000000000000e+00
1233	0.000000000000000000e+00
1234	0.000000000000000000e+00
1235	0.000000000000000000e+00
1236	0.000000000000000000e+00
1237	0.000000000000000000e+00
1238	0.000000000000000000e+00
1239	0.000000000000000000e+00
1240	0.000000000000000000e+00
1241	0.000000000000000000e+00
1242	0.000000000000000000e+00
1243	0.000000000000000000e+00
1244	0.000000000000000000e+00
1245	0.000000000000000000e+00
1246	0.000000000000000000e+00
1247	6.802721088435373931e-01
1248	0.000000000000000000e+00
1249	0.000000000000000000e+00
1250	6.802721088435373931e-01
1251	0.000000000000000000e+00
1252	6.802721088435373931e-01
1253	0.000000000000000000e+00
1254	6.802721088435373931e-01
1255	0.000000000000000000e+00
1256	0.000000000000000000e+00
1257	0.000000000000000000e+00
1258	6.802721088435373931e-01
1259	0.000000000000000000e+00
1260	0.000000000000000000e+00
1261	0.000000000000000000e+00
1262	0.000000000000000000e+00
1263	0.000000000000000000e+00
1264	6.802721088435373931e-01
1265	6.802721088435373931e-01
1266	0.000000000000000000e+00
1267	0.000000000000000000e+00
1268	0.000000000000000000e+00
1269	0.000000000000000000e+00
1270	0.000000000000000000e+00
1271	6.802721088435373931e-01
1272	6.802721088435373931e-01
1273	6.802721088435373931e-01
1274	0.000000000000000000e+00
1275	0.000000000000000000e+00
1276	0.000000000000000000e+00
1277	0.000000000000000000e+00
1278	0.000000000000000000e+00
1279	6.802721088435373931e-01
1280	0.000000000000000000e+00
1281	0.000000000000000000e+00
1282	0.000000000000000000e+00
1283	6.802721088435373931e-01
1284	6.802721088435373931e-01
1285	0.000000000000000000e+00
1286	0.000000000000000000e+00
1287	6.802721088435373931e-01
1288	6.802721088435373931e-01
1289	6.802721088435373931e-01
1290	6.802721088435373931e-01
1291	0.000000000000000000e+00
1292	0.000000000000000000e+00
1293	6.802721088435373931e-01
1294	0.000000000000000000e+00
1295	0.000000000000000000e+00
1296	6.802721088435373931e-01
1297	0.000000000000000000e+00
1298	0.000000000000000000e+00
1299	0.000000000000000000e+00
1300	0.000000000000000000e+00
1301	0.000000000000000000e+00
1302	6.802721088435373931e-01
1303	6.802721088435373931e-01
1304	6.802721088435373931e-01
1305	0.000000000000000000e+00
1306	0.000000000000000000e+00
1307	0.000000000000000000e+00
1308	0.000000000000000000e+00
1309	0.000000000000000000e+00
1310	0.000000000000000000e+00
1311	0.000000000000000000e+00
1312	0.000000000000000000e+00
1313	0.000000000000000000e+00
1314	0.000000000000000000e+00
1315	0.000000000000000000e+00
1316	0.000000000000000000e+00
1317	0.000000000000000000e+00
1318	6.802721088435373931e-01
1319	0.000000000000000000e+00
1320	0.000000000000000000e+00
1321	0.000000000000000000e+00
1322	0.000000000000000000e+00
1323	0.000000000000000000e+00
1324	0.000000000000000000e+00
1325	0.000000000000000000e+00
1326	0.000000000000000000e+00
1327	0.000000000000000000e+00
1328	0.000000000000000000e+00
1329	0.000000000000000000e+00
1330	0.000000000000000000e+00
1331	0.000000000000000000e+00
1332	0.000000000000000000e+00
1333	6.802721088435373931e-01
1334	0.000000000000000000e+00
1335	0.000000000000000000e+00
1336	0.000000000000000000e+00
1337	0.000000000000000000e+00
1338	0.000000000000000000e+00
1339	0.000000000000000000e+00
1340	0.000000000000000000e+00
1341	0.000000000000000000e+00
1342	0.000000000000000000e+00
1343	0.000000000000000000e+00
1344	0.000000000000000000e+00
1345	6.802721088435373931e-01
1346	0.000000000000000000e+00
1347	0.000000000000000000e+00
1348	0.000000000000000000e+00
1349	6.802721088435373931e-01
1350	6.802721088435373931e-01
1351	0.000000000000000000e+00
1352	0.000000000000000000e+00
1353	0.000000000000000000e+00
1354	0.000000000000000000e+00
1355	0.000000000000000000e+00
1356	0.000000000000000000e+00
1357	0.000000000000000000e+00
1358	0.000000000000000000e+00
1359	0.000000000000000000e+00
1360	0.000000000000000000e+00
1361	6.802721088435373931e-01
1362	0.000000000000000000e+00
1363	0.000000000000000000e+00
1364	6.802721088435373931e-01
1365	6.802721088435373931e-01
1366	0.000000000000000000e+00
1367	0.000000000000000000e+00
1368	0.000000000000000000e+00
1369	6.802721088435373931e-01
1370	1.360544217687074786e+00
1371	9.863945578231292188e+01
1372	9.931972789115646094e+01
1373	9.931972789115646094e+01
1374	9.931972789115646094e+01
1375	9.931972789115646094e+01
1376	9.931972789115646094e+01
1377	9.931972789115646094e+01
1378	9.931972789115646094e+01
1379	9.931972789115646094e+01
1380	9.931972789115646094e+01
1381	9.931972789115646094e+01
1382	9.931972789115646094e+01
1383	9.931972789115646094e+01
1384	9.931972789115646094e+01
1385	9.931972789115646094e+01
1386	9.931972789115646094e+01
1387	9.931972789115646094e+01
1388	9.931972789115646094e+01
1389	9.931972789115646094e+01
1390	9.931972789115646094e+01
1391	9.931972789115646094e+01
1392	9.931972789115646094e+01
1393	9.931972789115646094e+01
1394	9.931972789115646094e+01
1395	9.931972789115646094e+01
1396	9.931972789115646094e+01
1397	9.931972789115646094e+01
1398	9.931972789115646094e+01
1399	9.931972789115646094e+01
1400	9.931972789115646094e+01
1401	9.931972789115646094e+01
1402	9.931972789115646094e+01
1403	9.931972789115646094e+01
1404	0.000000000000000000e+00
